rank,artist_names,track_name,release_date,streams,week,danceability,energy,valence,country,region,language,streams_millions,year,month,day_of_week,week_number,success_score,music_profile,season,rank_group
174,"Internet Money, Gunna, Don Toliver, NAV","Lemonade (feat. Gunna, Don Toliver & NAV)",2020-08-28,642514,2021-02-25,0.8,0.6579999999999999,0.462,Brazil,South America,Portuguese,0.64,2021,2,3,8,13.35679852957489,💃 Dançante,❄️ Inverno,📉 Top 101-200
175,"ANAVITÓRIA, Vitor Kley",Pupila,2019-07-05,637404,2021-02-25,0.716,0.426,0.434,Brazil,South America,Portuguese,0.64,2021,2,3,8,12.862102287738784,💃 Dançante,❄️ Inverno,📉 Top 101-200
176,"MC Meno K, DJ Neeh",Camisa do Grêmio,2020-12-28,637131,2021-02-25,0.898,0.466,0.934,Brazil,South America,Portuguese,0.64,2021,2,3,8,12.367406045902676,💃 Dançante,❄️ Inverno,📉 Top 101-200
178,"Dua Lipa, DaBaby",Levitating (feat. DaBaby),2020-03-27,634996,2021-02-25,0.7020000000000001,0.825,0.915,Brazil,South America,Portuguese,0.63,2021,2,3,8,11.237340340829432,🔥 Música para Balada,❄️ Inverno,📉 Top 101-200
180,"Mc Don Juan, Maiara & Maraisa",Vai Ter Que Aguentar,2020-05-08,634169,2021-02-25,0.691,0.5579999999999999,0.905,Brazil,South America,Portuguese,0.63,2021,2,3,8,10.26018031119209,😊 Feliz/Positiva,❄️ Inverno,📉 Top 101-200
182,"Alok, Alida",Love Again (feat. Alida),2021-02-05,631854,2021-02-25,0.636,0.8220000000000001,0.3379999999999999,Brazil,South America,Portuguese,0.63,2021,2,3,8,9.283020281554748,⚡ Energética,❄️ Inverno,📉 Top 101-200
184,"MC WM, Niack, MC's Jhowzinho & Kadinho",Separei,2020-09-25,630561,2021-02-25,0.927,0.522,0.7490000000000001,Brazil,South America,Portuguese,0.63,2021,2,3,8,8.305860251917407,💃 Dançante,❄️ Inverno,📉 Top 101-200
186,"MEDUZA, Becky Hill, Goodboys",Lose Control,2019-10-11,626338,2021-02-25,0.598,0.526,0.529,Brazil,South America,Portuguese,0.63,2021,2,3,8,7.328700222280064,🎵 Neutra/Equilibrada,❄️ Inverno,📉 Top 101-200
188,"Mila, Petter Ferraz, Menor Nico",Amor ou o Litrão - Brega Funk,2020-12-04,621847,2021-02-25,0.7829999999999999,0.902,0.897,Brazil,South America,Portuguese,0.62,2021,2,3,8,6.271539940175805,🔥 Música para Balada,❄️ Inverno,📉 Top 101-200
191,Casa Worship,A Casa É Sua,2019-02-23,612414,2021-02-25,0.327,0.731,0.0792,Brazil,South America,Portuguese,0.61,2021,2,3,8,4.762341789963716,⚡ Energética,❄️ Inverno,📉 Top 101-200
194,"Xamã, Gustah",Sagitário,2020-12-14,607928,2021-02-25,0.504,0.633,0.407,Brazil,South America,Portuguese,0.61,2021,2,3,8,3.333639252974601,🎵 Neutra/Equilibrada,❄️ Inverno,📉 Top 101-200
195,"Felipe Araújo, Japinha Conde, Conde do Forró",Você Não Vale,2020-12-18,602753,2021-02-25,0.662,0.845,0.6890000000000001,Brazil,South America,Portuguese,0.6,2021,2,3,8,2.8200217754744132,⚡ Energética,❄️ Inverno,📉 Top 101-200
196,"Nando Reis, Ana Cañas",Pra Você Guardei O Amor,2009-01-01,597876,2021-02-25,0.485,0.386,0.354,Brazil,South America,Portuguese,0.6,2021,2,3,8,2.350018146228678,🎵 Neutra/Equilibrada,❄️ Inverno,📉 Top 101-200
197,"Travis Scott, HVME",Goosebumps - Remix,2021-01-15,597773,2021-02-25,0.841,0.593,0.8079999999999999,Brazil,South America,Portuguese,0.6,2021,2,3,8,1.8800145169829423,💃 Dançante,❄️ Inverno,📉 Top 101-200
198,"Raí Saia Rodada, Matheus & Kauan",Som No Talo,2021-01-22,596170,2021-02-25,0.627,0.711,0.923,Brazil,South America,Portuguese,0.6,2021,2,3,8,1.4100108877372066,⚡ Energética,❄️ Inverno,📉 Top 101-200
199,"Vytinho NG, Bianca",Tudo no Sigilo,2020-02-13,595200,2021-02-25,0.662,0.7,0.705,Brazil,South America,Portuguese,0.6,2021,2,3,8,0.9400072584914712,😊 Feliz/Positiva,❄️ Inverno,📉 Top 101-200
200,"Os Barões Da Pisadinha, Thiago Brava",Casa de Praia - Ao Vivo,2020-10-15,585317,2021-02-25,0.633,0.935,0.96,Brazil,South America,Portuguese,0.59,2021,2,3,8,0.46373401623214017,⚡ Energética,❄️ Inverno,📉 Top 101-200
3,"Matheus Fernandes, Dilsinho",Baby Me Atende,2021-07-09,5858978,2021-07-15,0.65,0.792,0.872,Brazil,South America,Portuguese,5.86,2021,7,3,28,381.2900734640832,⚡ Energética,☀️ Verão,🏆 Top 10
5,"MC Zaquin, MC Rick",Não Nasceu pra Namorar,2021-02-25,5272231,2021-07-15,0.525,0.4479999999999999,0.527,Brazil,South America,Portuguese,5.27,2021,7,3,28,359.81216551038654,🎵 Neutra/Equilibrada,☀️ Verão,🏆 Top 10
7,"Mc Davi, Mc Pedrinho, Mc Don Juan, DJ 900",Bipolar,2021-04-09,5196318,2021-07-15,0.601,0.36,0.335,Brazil,South America,Portuguese,5.2,2021,7,3,28,353.9625626579029,🎵 Neutra/Equilibrada,☀️ Verão,🏆 Top 10
8,"Israel & Rodolffo, Wesley Safadão",Faz Amor Comigo Só Hoje - Ao Vivo,2021-05-26,5093289,2021-07-15,0.624,0.922,0.884,Brazil,South America,Portuguese,5.09,2021,7,3,28,348.6830797723085,⚡ Energética,☀️ Verão,🏆 Top 10
10,"Dj Guuga, DJ Ivis","Volta Bebê, Volta Neném",2021-03-27,4602335,2021-07-15,0.583,0.918,0.836,Brazil,South America,Portuguese,4.6,2021,7,3,28,329.04842016855076,⚡ Energética,☀️ Verão,🏆 Top 10
14,"Fernando & Sorocaba, Tarcísio do Acordeon",Só Não Divulga,2021-02-25,4319278,2021-07-15,0.5529999999999999,0.785,0.914,Brazil,South America,Portuguese,4.32,2021,7,3,28,312.56550772711444,⚡ Energética,☀️ Verão,📊 Top 11-50
15,"mc jhenny, DJ KOSTA 22, Mc Gw",Chamo Teu Vulgo Malvadão,2021-06-05,4146549,2021-07-15,0.949,0.62,0.76,Brazil,South America,Portuguese,4.15,2021,7,3,28,304.8533889296699,💃 Dançante,☀️ Verão,📊 Top 11-50
16,"Mc Poze do Rodo, Neo Beats, Mainstreet",Vida Louca,2021-04-02,3743528,2021-07-15,0.852,0.62,0.7440000000000001,Brazil,South America,Portuguese,3.74,2021,7,3,28,287.86687010579226,💃 Dançante,☀️ Verão,📊 Top 11-50
18,"Brisa Star, Thiago Jhonathan (TJ)",Se Joga no Passinho,2021-06-18,3567210,2021-07-15,0.654,0.83,0.866,Brazil,South America,Portuguese,3.57,2021,7,3,28,278.07091649781876,⚡ Energética,☀️ Verão,📊 Top 11-50
19,"Os Barões Da Pisadinha, Jorge",Quero Ver é Me Esquecer (feat. Jorge) - Ao Vivo,2021-02-19,3498658,2021-07-15,0.593,0.932,0.913,Brazil,South America,Portuguese,3.5,2021,7,3,28,273.7420862132819,⚡ Energética,☀️ Verão,📊 Top 11-50
21,"Pineapple StormTv, Azzy, MC Ryan SP, Chris MC, Xamã, Lourena, L7NNON, Cynthia Luz, Mc Poze do Rodo, Salve Malak, Hunter",Poesia Acústica 11: Nada Mudou,2021-06-23,3401340,2021-07-15,0.725,0.622,0.356,Brazil,South America,Portuguese,3.4,2021,7,3,28,266.6888173663588,💃 Dançante,☀️ Verão,📊 Top 11-50
22,"João Gomes, Vitor Fernandes",Se For Amor,2021-06-01,3333770,2021-07-15,0.667,0.899,0.835,Brazil,South America,Portuguese,3.33,2021,7,3,28,262.3365900205773,⚡ Energética,☀️ Verão,📊 Top 11-50
23,"Mc Poze do Rodo, Bielzin, Mainstreet, MC Cabelinho, PL Quest, Neo Beats",A Cara do Crime (Nós Incomoda),2021-05-27,3230330,2021-07-15,0.623,0.6559999999999999,0.5760000000000001,Brazil,South America,Portuguese,3.23,2021,7,3,28,256.71195476435724,🎵 Neutra/Equilibrada,☀️ Verão,📊 Top 11-50
24,"Matheus & Kauan, Zé Vaqueiro",Vagabundo,2021-05-20,2971234,2021-07-15,0.47,0.917,0.6509999999999999,Brazil,South America,Portuguese,2.97,2021,7,3,28,244.04159876174054,⚡ Energética,☀️ Verão,📊 Top 11-50
26,"Malu, DJ Lucas Beat",Disco Arranhado - Funk Remix,2021-01-22,2938423,2021-07-15,0.747,0.725,0.904,Brazil,South America,Portuguese,2.94,2021,7,3,28,239.95662657922244,🔥 Música para Balada,☀️ Verão,📊 Top 11-50
28,"Diego & Victor Hugo, Bruno & Marrone",Facas - Ao Vivo,2020-10-15,2885603,2021-07-15,0.4429999999999999,0.509,0.69,Brazil,South America,Portuguese,2.89,2021,7,3,28,235.0047842700514,🎵 Neutra/Equilibrada,☀️ Verão,📊 Top 11-50
29,"Os Barões Da Pisadinha, Maiara & Maraisa",Zero Saudade - Ao Vivo,2021-05-19,2881113,2021-07-15,0.5429999999999999,0.902,0.8390000000000001,Brazil,South America,Portuguese,2.88,2021,7,3,28,233.20364642525132,⚡ Energética,☀️ Verão,📊 Top 11-50
30,"Alok, Mc Don Juan, Dj GBR",Liberdade (Quando o Grave Bate Forte),2020-12-18,2851577,2021-07-15,0.81,0.789,0.4320000000000001,Brazil,South America,Portuguese,2.85,2021,7,3,28,230.5205083592475,🔥 Música para Balada,☀️ Verão,📊 Top 11-50
32,"Vitor e Luan, Henrique & Juliano",Localiza Aí BB,2021-02-12,2718659,2021-07-15,0.677,0.908,0.885,Brazil,South America,Portuguese,2.72,2021,7,3,28,222.01929994017434,⚡ Energética,☀️ Verão,📊 Top 11-50
33,"PEDRO SAMPAIO, Luísa Sonza",ATENÇÃO,2021-05-13,2690634,2021-07-15,0.738,0.901,0.747,Brazil,South America,Portuguese,2.69,2021,7,3,28,219.3452449528092,🔥 Música para Balada,☀️ Verão,📊 Top 11-50
